EngWord,NldWord,Group
parole,voorwaardelijke vrijlating,121
golden parachute,gouden parachute,121
felo-de-se,felo-de-se,121
orchotomy,orchotomie,122
contracture,contractuur,122
sitting trot,zittende draf,122
asbestos abatement,asbestbestrijding,122
endearment,genegenheid,122
decapitation,onthoofding,122
correctional rehabilitation,correctionele revalidatie,122
re-formation,hervorming,122
arson,brandstichting,122
disembowelment,openbreken,122
greenmail,greenmail,123
jugglery,jongleren,123
ravaging,verwoestend,123
res gestae,res gestae,123
beachhead,bruggehoofd,123
recission,ontbinding,123
interconnection,onderlinge verbinding,123
titivation,het tooien,123
nonstop flight,non-stop vlucht,123
incitation,aansporing,123
shamble,schuifelen,124
routemarch,routemars,124
episiotomy,episiotomie,124
minimization,minimalisering,124
reforestation,herbebossing,124
etiolation,etiolation,124
backhander,backhander,124
ennoblement,veredeling,124
parricide,vadermoord,124
instillation,instillatie,124
conge,samenkomen,125
laparoscopy,laparoscopie,125
spasmolysis,spasmolyse,125
brachiation,brachiatie,125
expurgation,zuivering,125
fulmination,fulminatie,125
reciprocity,wederkerigheid,125
venesection,venesectie,125
fare-stage,fare-stage,125
intemperance,onmatigheid,125
splashdown,neerstorten,126
walkabout,rondwandelen,126
decantation,decanteren,126
bronco busting,bronco busting,126
deactivation,deactivering,126
worsening,verslechtering,126
pump priming,pomp aanzuigen,126
habitual abortion,gewone abortus,126
detente,ontspanning,126
porterage,dragerschap,126
dissolution of marriage,ontbinding van het huwelijk,127
apparition,verschijning,127
recirculation,recirculatie,127
interim overhaul,tussentijdse revisie,127
fortification,fortificatie,127
exchange transfusion,wissel transfusie,127
severance,ontslagvergoeding,127
contortion,verdraaiing,127
nephrotomy,nefrotomie,127
overflight,overvliegen,127
knockdown,omver gooien,128
stultification,afstomping,128
electrocution,elektrocutie,128
shark repellent,haaienafstotend,128
primrose path,sleutelbloem pad,128
rising trot,stijgende draf,128
atomization,verneveling,128
uxoricide,uxoricide,128
amalgamation,samensmelting,128
patricide,vadermoord,128
technical knockout,technisch probleem,129
mariticide,mariticide,129
locomotion,voortbeweging,129
spaceflight,ruimte vlucht,129
fractionation,fractionering,129
abatement of a nuisance,vermindering van overlast,129
decentralization,decentralisatie,129
retraction,terugtrekking,129
intensification,intensivering,129
maximization,maximalisatie,129
undercut,ondersnijding,130
headstand,hoofdstand,130
relinquishment,afstand doen,130
valvotomy,valvotomie,130
disinfestation,desinfectie,130
countermine,tegenmijnen,130
nouvelle cuisine,nouvelle cuisine,130
neutralization,neutralisatie,130
jumpstart,vliegende start,130
fluoridation,fluoridering,130
centralization,centralisatie,131
entail,met zich meebrengen,131
bloodshed,bloedvergieten,131
moistening,bevochtigen,131
uterine contraction,samentrekking van de baarmoeder,131
transmutation,transmutatie,131
Comstockery,Comstockery,131
satiation,verzadiging,131
retrofit,achteraf inbouwen,131
bareboating,bareboating,131
undoing,ongedaan maken,132
sidestep,uit de weg gaan,132
debarkation,ontscheping,132
cornhusking,cornhusking,132
benevolence,welwillendheid,132
call-back,terugbellen,132
transactional immunity,transactie immuniteit,132
parcellation,verkaveling,132
unsnarling,onopvallend,132
bisection,doorsnijding,132
emendation,verbetering,133
splitsville,splitsville,133
defoliation,ontbladering,133
extenuation,verzwakking,133
teleportation,teleportatie,133
reclining,achterover leunen,133
overshoot,doorschieten,133
skydiving,Parachutespringen,133
write-off,afschrijven,133
unearned run,onverdiende run,133
rationalization,rationalisatie,134
obfuscation,verduistering,134
forehand drive,forehand drive,134
backhand drive,backhand drive,134
precaution,voorzorgsmaatregel,134
run batted in,binnengeslagen,134
syllabication,lettergrepen,134
treading water,watertrappelen,134
tapering,taps toelopend,134
thoracotomy,thoracotomie,134
mnemonic,geheugensteuntje,135
disunion,verdeeldheid,135
retrenchment,bezuinigingen,135
concatenation,aaneenschakeling,135
gentrification,gentrificatie,135
fratricide,broedermoord,135
homogenization,homogenisatie,135
transfiguration,transfiguratie,135
blackening,zwart worden,135
pasteurization,pasteurisatie,135
amphibious landing,amfibische landing,136
coalescence,samensmelting,136
stratified sampling,gestratificeerde steekproef,136
annulment,nietigverklaring,136
epidural injection,epidurale injectie,136
suction curettage,zuigcurettage,136
vasodilation,vasodilatatie,136
vindication,rechtvaardiging,136
Bowdlerism,Bowdlerisme,136
matricide,moedermoord,136
countermeasure,tegenmaatregel,137
sleepwalking,slaapwandelen,137
matriculation,toelatingsexamen,137
moonwalk,maanwandeling,137
destabilization,destabilisatie,137
disconnection,verbroken verbinding,137
miniaturization,miniaturisatie,137
secularization,secularisatie,137
popularization,popularisatie,137
write-in,inschrijven,137
gastromy,gastronomie,138
trifurcation,trifurcatie,138
demoralization,demoralisatie,138
pulverization,verpulvering,138
disorganization,desorganisatie,138
profligacy,losbandigheid,138
unionization,vakbondsvorming,138
regicide,koningsmoord,138
hypnogenesis,hypnogenese,138
disinvestment,desinvestering,138
hyperextension,hyperextensie,139
declassification,declassificatie,139
nationalization,nationalisatie,139
tyrannicide,tirannicide,139
feint,schijnbeweging,139
profanation,ontheiliging,139
focalization,focalisatie,139
tessellation,mozaïekpatroon,139
humanization,humanisering,139
fossilization,fossilisatie,139
tubal ligation,afbinden van de eileiders,140
crosscheck,kruiscontrole,140
bastardization,verbastering,140
phase-out,uitfasering,140
chance-medley,kans-medley,140
acrobatic stunt,acrobatische stunt,140
filicide,kindermoord,140
deep fording,diep doorwaden,140
dorsiflexion,dorsaalflexie,140
vulgarization,vulgarisatie,140
stupefaction,verbijstering,141
submersion,onderdompeling,141
aggrandizement,verheerlijking,141
brutalization,brutalisering,141
dishonorable discharge,oneervol ontslag,141
underachievement,onderpresteren,141
decimalization,decimalisatie,141
galvanization,galvanisatie,141
fait accompli,een voldongen feit,141
Section Eight,Sectie Acht,141
overachievement,overprestatie,142
de-escalation,de-escalatie,142
housecleaning,huis schoonmaken,142
stockpiling,voorraden aanleggen,142
retroflection,retroflectie,142
exculpation,vrijstelling,142
re-establishment,heroprichting,142
downshift,terugschakelen,142
barbarization,barbaarsheid,142
cuckoldry,hoorndrager,142
whitelash,witte wimpers,143
nullification,nietigverklaring,143
anastylosis,anastylosis,143
peregrination,omzwervingen,143
sclerotomy,sclerotomie,143
autosuggestion,autosuggestie,143
quartering,in vieren delen,143
viatical settlement,viatische nederzetting,143
reassembly,weer in elkaar zetten,143
lighterage,lichter maken,143
reappearance,wederverschijning,144
perambulation,rondwandelen,144
reciprocation,wederkerigheid,144
shallow fording,ondiep doorwaden,144
beatification,zaligverklaring,144
communization,communicatie,144
disfranchisement,disfranchising,144
rotational nystagmus,roterende nystagmus,144
rechauffe,rechaufferen,144
perineotomy,perineotomie,144
pervaporation,pervaporatie,145
collectivization,collectivisatie,145
hair-raiser,haarverhoger,145
dehumanization,ontmenselijking,145
moralization,moralisering,145
metrification,metrificatie,145
condonation,vergoelijking,145
oversimplification,oversimplificatie,145
shoot-down,neerschieten,145
interspersion,tussendoortje,145
service cutback,service bezuiniging,146
physiological nystagmus,fysiologische nystagmus,146
body English,lichaam Engels,146
interpenetration,interpenetratie,146
tribalization,tribalisering,146
dry-gulching,droog slikken,146
tailspin,neerwaartse spiraal,146
detribalization,detribalisatie,146
schematization,schematisering,146
fireman's carry,brandweerwagen,146
devitalization,devitalisatie,147
sheepshearing,schapen scheren,147
glamorization,verheerlijking,147
comedown,naar beneden komen,147
demonetization,demonetisering,147
three-point turn,driepuntsbocht,147
about-face,over het gezicht,147
self-improvement,zelfverbetering,147
drive-by killing,drive-by-moord,147
razing,met de grond gelijk maken,147
Gram's method,Gram's methode,148
evisceration,verwijdering van de ingewanden,148
cross-fertilization,kruisbestuiving,148
drive-by shooting,drive-by shooting,148
overindulgence,overmatige toegeeflijkheid,148
spiritualization,vergeestelijking,148
officiation,officiële dienst,148
thuggee,moord met beroving,148
spring-cleaning,Voorjaars-schoonmaak,148
dichotomization,dichotomisering,148
Russian roulette,Russische roulette,149
pac-man strategy,pac-man strategie,149
self-gratification,zelfbevrediging,149
two-handed backhand,tweehandige backhand,149
three-point landing,driepuntslanding,149
headshake,Hoofd schudden,149
backbend,achteroverbuigen,149
self-fulfillment,zelfontplooiing,149
whistle-stop tour,fluitje-stop-tour,149
crop-dusting,gewasbestrooiing,149
down-bow,neerwaartse buiging,150
repositing,opnieuw plaatsen,150
vitiation,ongerechtigheid,150
ground-controlled approach,grondgestuurde nadering,150
transmogrification,transmogrificatie,150
self-aggrandizement,zelfverheerlijking,150
line-drive triple,line-drive triple,150
line-drive single,line-drive single,150
self-destruction,zelfvernietiging,150
post-rotational nystagmus,post-rotatie nystagmus,150
up-bow,opwaartse buiging,151
scorched-earth policy,beleid van de verschroeide aarde,151
Braxton-Hicks contraction,Braxton-Hicks samentrekking,151
physician-assisted suicide,hulp bij zelfdoding door een arts,151
line-drive double,dubbele lijnaandrijving,151
anti-takeover defense,anti-overname verdediging,151
